class,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
drilling,-127.99385,20.975552,-68.67687,-12.28833,-32.058067,-3.6401172,-20.885363,5.6484876,-7.333157,-0.9017933,-6.6111517,1.5135894,-8.275983,9.342821,-8.70559,4.1194468,-5.058949,7.6268234,-1.6947539,9.78283
drilling,-129.8178,22.584654,-67.66239,-10.60074,-30.788933,-4.9697003,-21.860651,6.457739,-6.7858047,0.43306327,-5.579242,2.0577574,-10.146,8.993438,-8.15526,4.3408628,-4.409311,8.074659,-2.4028695,9.363874
drilling,-135.6471,25.517874,-62.053577,-8.571788,-29.572834,-7.4676957,-24.845272,4.0571446,-6.9365077,-0.34734634,-6.0465155,1.7607169,-11.266253,8.064612,-7.261124,6.538356,-1.6885573,10.661927,-1.5496206,11.01699
drilling,-138.25122,25.199844,-60.713825,-7.9085402,-30.023794,-8.830824,-23.827158,3.8996887,-6.186744,-1.9913688,-5.9763107,1.1147078,-12.205498,7.171087,-6.0951176,7.7807293,-0.47809535,11.68164,-1.8549799,11.886316
drilling,-137.45673,25.741533,-62.066624,-7.7511897,-30.25909,-8.346415,-22.933193,4.432804,-5.6466274,-2.5250294,-6.047519,1.068669,-12.55111,6.7232804,-5.704078,7.284085,-1.64668,10.622466,-1.2922257,12.307523
drilling,-138.0109,24.399559,-65.07602,-9.159338,-30.05272,-7.404891,-22.229315,4.7258196,-6.0603166,-2.4659626,-6.4731,2.490142,-11.001813,8.157335,-6.1206274,5.8288407,-3.9590173,8.634579,-2.1906402,11.121077
drilling,-149.87444,28.43576,-67.83149,-8.989393,-30.7146,-6.3718405,-23.559862,6.947261,-5.8395433,-1.2458167,-7.1557593,2.2159128,-9.743073,8.034148,-6.1407223,3.057994,-6.076483,4.1812134,-4.062063,8.241938
drilling,-147.3481,29.606548,-68.2303,-9.222921,-31.607437,-6.7009478,-26.376194,7.8599463,-5.053511,-0.13359717,-7.320094,2.1503325,-11.007153,7.5606337,-6.3075995,3.548759,-5.9609036,4.6999254,-2.9050915,9.238275
engine_idling,-278.279,216.82393,-10.364259,50.651638,28.59289,18.561407,8.658999,2.3588645,6.7067456,-19.726707,-21.72653,-9.190233,0.814664,6.66019,2.6130905,-0.17330933,5.425137,1.3564609,-2.590234,3.2744212
engine_idling,-279.86148,219.11479,-11.692113,49.65332,27.95393,18.748621,6.8546505,2.1416335,5.511891,-20.06429,-21.50997,-9.717904,1.6784749,7.2086577,2.9445162,0.47622964,5.890216,1.5198945,-1.502559,3.637779
engine_idling,-293.01242,222.08163,-10.008426,49.06595,25.686178,17.31784,8.539282,2.0537503,2.907594,-20.077494,-19.570133,-7.984138,1.8218523,8.588651,3.9408119,0.23348552,5.8775725,1.4849379,0.34742752,4.320549
engine_idling,-294.14456,224.8898,-10.872857,49.00994,25.519344,17.745707,7.788165,1.6949052,2.5026603,-20.35804,-19.551674,-7.546785,2.313781,8.7743845,3.967533,-0.314519,6.003331,1.4440147,0.075745896,3.884011
engine_idling,-291.70224,224.26758,-10.677064,49.511364,25.151358,17.547945,7.4900436,2.0331728,2.741972,-20.515974,-19.983616,-7.607144,2.8712313,8.747038,3.7897894,-0.5154328,5.7622194,1.3110474,0.4073434,4.302852
engine_idling,-290.6491,224.22972,-10.227298,49.41396,25.922035,17.24958,7.701564,1.5125849,2.5289316,-20.365797,-20.263218,-8.362007,2.7021253,9.014719,3.8562822,-0.3672991,5.2114882,1.2493125,0.5641546,4.7120886
engine_idling,-289.13956,223.609,-9.229354,48.731693,27.413223,16.41812,7.9900303,1.0820206,2.2774317,-21.011175,-20.319427,-8.2055855,2.5694723,9.557392,3.8964689,-0.21369816,4.9550686,1.5100855,0.44915727,4.499859
engine_idling,-287.10556,222.25702,-10.032211,49.26683,26.031553,16.931654,7.8605146,1.5286295,2.3213139,-20.562256,-19.492283,-7.1989017,3.2689898,9.227428,3.6117554,-0.5658917,5.246777,1.2505251,0.24814802,4.432992
engine_idling,-287.79593,223.64102,-11.472447,49.922432,24.61896,17.715168,7.3775816,1.734599,2.045196,-19.916523,-19.325676,-7.5932097,3.8013306,9.327375,3.5894668,-0.8488588,5.6601458,1.2959199,0.12536845,4.3598204
engine_idling,-286.53275,223.70842,-10.722096,49.444275,24.966688,17.225233,8.064438,1.6189526,1.788395,-20.8638,-20.055063,-8.228761,3.0582883,9.558247,3.776873,-0.55283,5.9544053,2.1976073,0.7115301,4.3749
engine_idling,-286.68585,222.583,-7.7808914,47.13731,25.477533,15.674862,9.71208,1.0070723,1.2729081,-20.956127,-19.97717,-7.928785,2.2904332,9.852982,3.5509527,-0.40403864,5.851934,2.7751772,1.0238498,4.5407515
engine_idling,-287.21497,224.29672,-7.85367,46.781696,25.794922,15.195328,9.089529,1.2817119,1.6472243,-21.31955,-20.519445,-8.079673,2.3935897,9.544412,3.5748284,-0.012254116,6.111462,3.020183,1.2631567,4.9312763
engine_idling,-283.72153,219.38104,-11.358534,49.087242,28.220905,17.442995,6.0715256,1.6133244,4.68763,-20.175295,-21.010357,-9.248843,2.4375608,7.9471807,2.6045206,0.5790443,6.1857133,2.2442782,0.025303394,4.537915
engine_idling,-285.57343,224.93504,-8.103161,47.31411,25.300396,15.78163,8.84608,1.3787509,1.3018843,-21.506433,-19.751049,-7.5408015,2.5277474,9.265937,3.478814,0.056071334,6.367888,3.3803036,2.1121387,5.584462
engine_idling,-287.2332,219.26134,-10.770242,49.500427,28.103256,16.847576,5.955004,1.480919,4.616667,-19.943354,-19.943594,-8.840925,1.9529865,8.591825,3.139877,0.6711467,6.436721,2.4592328,0.40741962,4.634698
engine_idling,-290.41815,220.13568,-11.204835,51.18145,26.80931,17.49844,5.6422834,1.6638923,4.0642877,-19.708694,-18.579372,-7.8712296,2.5907178,8.887202,3.036247,0.048902065,7.2048683,2.633411,0.435364,4.2222357
engine_idling,-292.8668,221.68459,-11.497938,52.215176,25.620647,18.182709,5.25424,2.1473355,3.8829885,-19.420662,-18.80926,-7.8673115,2.9527419,8.135186,2.8147898,-0.1945982,7.5202084,2.620336,1.031994,4.5634108
engine_idling,-293.1747,222.10196,-11.196752,51.570515,25.597898,18.320093,5.862571,2.506624,4.2355924,-19.239838,-19.079842,-8.680784,1.770264,7.502838,2.9728804,0.26875702,7.6643977,2.6078434,1.1439149,4.5394783
engine_idling,-295.26657,223.25154,-12.459085,52.765606,24.932753,19.06835,5.8407617,3.377446,4.1161547,-19.288452,-19.3661,-8.791736,1.6152134,7.258735,3.1463742,-0.13098171,8.02406,2.6392548,1.106357,4.137218
engine_idling,-295.59436,223.8098,-12.244241,51.75724,25.815586,18.441647,6.4977937,2.81007,4.042089,-19.447866,-19.879066,-8.579386,1.3424994,7.0292287,3.2702832,-0.25309184,7.4869137,2.6857271,1.0295074,4.282953
engine_idling,-294.11407,222.85484,-11.245629,50.755817,25.215036,17.958214,7.6143293,2.6862762,3.4468546,-19.680471,-19.784307,-8.469145,1.6002399,7.710428,3.8060076,-0.08546854,6.40965,1.9445584,0.72636884,4.475512
dog_bark,-283.17596,205.27649,-18.384232,-32.58683,-28.900017,-0.30668104,-10.790792,-12.75907,-0.2422837,-0.064777054,-3.6215823,-4.9842114,4.174411,2.135594,0.2585047,-1.9037954,5.575767,16.829391,4.4653697,-1.883022
dog_bark,-278.83362,208.08295,-28.575878,-23.105778,-24.735672,-10.91303,-11.998698,-9.749815,-6.4602523,-8.72384,-7.2346816,-2.5512054,0.03104186,-2.2094867,2.9539926,1.5938793,0.75427663,10.342686,11.519785,4.8143826
dog_bark,-320.53235,212.4142,-11.877322,-14.297004,-34.222748,0.21534821,-4.532669,-1.2674919,-9.600146,-1.9028335,-5.858989,-2.2550614,-0.7834835,-1.293347,-1.2034969,0.9939507,9.190105,11.820481,7.955633,-0.6721922
dog_bark,-270.7661,204.39787,-27.77767,-34.069378,-19.591585,0.5592858,-14.376217,-11.985402,1.6264942,-1.1837208,-4.6045957,-4.051321,5.387617,2.0317397,1.7342848,2.3240106,3.2952137,6.2681904,-1.1624603,1.8250074
engine_idling,-288.78488,208.11543,22.05494,38.25332,22.20761,5.158294,19.491282,8.177972,12.695241,10.2593,3.3920307,9.921576,3.4338064,3.9644134,3.5327396,-1.3232806,6.080117,2.0398488,-0.34444243,4.1672955
engine_idling,-288.19138,207.8347,22.71106,38.632824,21.889128,4.851486,19.427704,8.552851,13.272015,10.684664,3.5961707,9.595706,2.886505,3.512181,3.2261877,-1.3669057,5.964009,2.041174,-0.11397493,4.1656985
engine_idling,-287.3819,208.06924,22.19394,38.26487,21.659292,5.1310396,19.629648,8.274921,13.295885,11.035417,3.8438933,9.793368,3.2262032,3.7521007,3.048974,-1.7114061,5.5166464,1.3765584,-0.4946926,4.449518
engine_idling,-288.97467,208.43887,21.446484,38.551888,22.04557,5.1607,19.75435,8.014913,12.668288,10.174507,3.2413454,9.8920965,3.441535,4.1159177,3.6548238,-1.1614624,6.134096,1.8657513,-0.45338923,3.9275303
engine_idling,-288.55618,207.77843,22.580914,38.60668,22.106155,4.9787693,19.504942,8.493454,13.072172,10.583132,3.537884,9.60902,2.9285753,3.6081052,3.3920774,-1.2453877,6.2090044,2.168481,-0.20584932,4.192004
engine_idling,-287.6322,208.24947,22.563915,38.493458,21.626991,5.055831,19.577955,8.350701,13.481627,11.138352,3.7842255,9.545082,2.9325986,3.5901253,2.935106,-1.894752,5.3572454,1.3207698,-0.47931376,4.567552
engine_idling,-288.2722,207.91426,21.917526,38.224785,22.007235,5.1338606,19.56805,8.124979,12.782423,10.330324,3.1893215,9.735576,3.429681,3.9478457,3.6100843,-1.2246672,5.795711,1.7301563,-0.4269588,4.0293922
engine_idling,-288.5608,208.13924,22.316162,38.61689,22.256361,5.127608,19.537453,8.405375,12.91399,10.314129,3.6317034,9.987309,3.1132016,3.7609692,3.3734074,-1.5102336,6.056601,2.0472884,-0.3703809,4.1992364
dog_bark,-173.78128,203.54323,-3.1121244,6.6808157,-0.59947807,0.52552253,1.8684118,-4.091517,6.5681405,11.11609,9.225514,4.035299,2.4695556,7.1588936,14.567508,9.950575,-1.2285757,1.9647276,9.768191,17.613672
dog_bark,-224.96861,181.37076,23.063469,14.874156,7.720805,7.617908,8.395239,1.4487289,6.0438533,8.305402,6.161984,5.039927,6.454704,8.175822,10.213377,7.974976,4.6021867,7.9350514,10.317802,12.164854
dog_bark,-239.0667,159.02101,-15.860771,-6.369365,-10.933623,-2.9066792,-0.9699671,-14.165756,-2.442678,-5.2227726,-8.22679,1.4734837,2.39459,-3.7236948,-3.0477881,2.7056413,5.7738233,9.980906,12.393355,12.003058
drilling,-50.961536,29.40126,-42.881252,22.226294,-32.842293,9.415873,-17.25049,-9.577194,-26.511919,3.5327654,-16.131027,0.80447227,-4.8313932,-4.15727,-6.552952,8.8049965,-0.45503125,-1.6776619,-7.9650483,1.4957776
dog_bark,-167.97414,162.54845,-22.476826,22.901426,-8.754153,3.6189115,-0.4651139,-1.2959068,-4.170243,2.6673703,-1.942289,-0.000210495,-2.5920293,0.7683485,-2.2251344,1.5172763,0.040561926,5.549983,7.3129997,9.908939
siren,-325.39313,170.58218,-70.61438,-20.841663,-11.045224,-0.7099551,16.515648,41.114426,24.708488,-2.9399946,-9.6876955,13.644248,13.978888,1.28767,-11.439266,-17.510864,-0.96523166,9.73212,2.2762256,-0.6406198
siren,-289.75443,159.0626,-91.789185,-21.034866,-27.108492,-5.9565063,19.942884,38.90309,31.07384,-3.7324986,-10.106266,14.652779,14.397034,0.5695126,-12.99179,-17.282986,-1.9195737,9.616345,3.8785584,-1.0246099
siren,-243.02246,143.64207,-96.671616,-27.494972,-33.727497,-12.390599,15.449218,39.095577,34.090015,-3.9746292,-8.858591,11.993272,13.6348505,0.8102247,-14.17727,-16.202644,-4.263195,8.020438,6.419235,-2.952258
siren,-263.99316,153.46631,-80.854904,-36.20646,-25.104116,-12.982928,8.954549,42.346317,34.3369,-3.4923446,-7.610816,10.15292,13.574901,3.897026,-13.049992,-17.237246,-4.4460306,8.2438345,7.3195343,-0.93003064
siren,-306.59955,172.68845,-59.87809,-36.054726,-17.558752,-7.387271,4.7659135,48.53144,26.484388,1.7452894,-10.053881,10.873117,12.263275,5.0208883,-11.809746,-17.279568,-3.4934468,9.008186,6.5485835,0.8048395
siren,-318.7761,170.20844,-45.61719,-25.059341,-14.904512,2.8689146,5.5936,50.351795,18.580622,5.482854,-13.154293,13.239556,8.558929,6.36941,-13.551056,-13.033843,-6.457093,10.698152,2.175126,1.2542931
air_conditioner,-241.72719,204.75233,-14.079169,51.269497,-5.395282,15.504065,1.1410714,9.4011135,-3.5959935,0.43006253,-10.587726,0.4499624,-1.0402035,-1.2156526,5.6519217,0.18305875,8.909073,-4.308791,2.337463,-1.7279826
street_music,-379.5725,179.3276,-18.14535,21.491478,28.15776,-1.163408,-4.178226,6.1234317,2.169515,12.737858,6.5763273,2.5155382,11.421023,17.282038,3.7578766,2.498354,-7.983473,3.6419005,8.110534,13.440172
street_music,-376.28543,179.01595,-6.309925,11.09867,26.756065,-8.640923,-6.150453,8.775355,5.788387,7.962569,7.5089283,2.2434864,14.29776,19.898937,8.306763,-2.933976,-7.3888645,1.6030931,8.020148,8.9281845
street_music,-370.29367,188.64166,-0.7293226,20.085947,22.352026,-6.0401707,-2.3326561,3.6531444,7.1958084,9.1708975,-1.0269048,0.3112265,13.840358,8.363652,2.6778657,5.8207526,-2.4207811,2.9258325,7.2147865,5.3492246
street_music,-353.77695,202.86159,-1.8763925,15.701102,20.541553,-11.005587,-6.0459013,8.070482,9.401127,5.9111743,-2.4612513,-1.1416162,10.975255,8.903148,4.0914855,6.2636833,-0.86285955,4.1736093,5.971076,3.8037455
street_music,-386.9911,195.20068,-8.905207,13.809729,15.27716,10.071374,-0.23557335,6.9220724,8.936994,6.6194735,0.2987947,3.9859354,3.696055,11.643072,2.8927464,-0.0022040769,-4.2483163,10.3343935,4.826611,6.8542175
street_music,-344.996,200.189,-29.622831,8.783201,39.679802,-5.415486,-13.547582,10.645752,12.793694,5.428218,5.6486397,3.478586,6.960704,11.977802,4.8469443,-2.3385348,-8.565245,2.4171708,10.19057,9.6423435
engine_idling,-121.31918,131.80911,-35.176342,29.444149,-13.196254,9.776401,-12.110287,13.192804,-6.123484,7.6097784,1.893376,7.665273,2.2112806,8.526479,1.1966552,7.958508,3.4930093,2.45378,3.1922631,2.4407756
engine_idling,-120.77865,133.16719,-41.420963,29.750946,-14.032718,8.429326,-12.959242,12.949637,-5.002033,7.0719924,0.60375047,7.2958546,1.6366913,8.623646,0.84565705,7.9197187,1.8594246,2.5463665,3.1661303,3.483626
engine_idling,-119.924164,133.87927,-43.94598,29.915987,-13.932813,7.98491,-13.505613,13.421173,-3.8046987,7.1538763,0.01611757,7.2872834,1.7085114,8.690442,-0.19084653,7.6674604,1.090194,2.928693,3.0285676,4.352906
engine_idling,-122.639435,135.43095,-42.53725,27.284742,-14.492097,9.247994,-14.408127,13.13736,-3.3750784,6.694216,0.09874422,7.5871797,2.1193125,8.958291,-1.118011,7.4922724,1.5690751,3.5357394,2.9639304,4.4230113
car_horn,-146.90997,13.137576,36.67603,41.756268,29.548632,20.733507,-6.265494,16.173635,15.837036,12.107586,-9.416614,-2.5549614,6.239177,4.4007444,-15.566945,4.6988215,1.693905,8.572656,-10.499416,16.178883
air_conditioner,-234.64821,124.36711,7.5394354,55.39494,-4.9230814,26.604263,16.056202,9.365339,17.722042,7.627868,2.0947037,19.76062,0.2122907,7.370145,11.441,3.5133562,6.1672935,2.4924545,2.9972332,5.7836137
air_conditioner,-237.21492,128.28351,7.3633366,51.42356,-4.461259,27.596748,18.270033,8.758214,15.754433,7.430834,1.9288146,20.239677,0.43562305,5.789426,10.942601,3.5537853,8.726534,6.8078566,0.35474557,2.8876655
air_conditioner,-238.58807,128.14948,6.88293,52.00422,-5.316064,27.572985,17.272072,10.531951,15.646586,8.368681,0.4341091,21.229698,-0.1306161,6.0230145,10.974581,3.8355298,8.177693,6.0990586,0.37880078,2.9404883
air_conditioner,-238.63446,128.2906,7.0737243,51.93891,-5.552318,27.70068,16.853186,10.125817,15.769823,9.058923,0.6670468,21.192331,-0.21031092,5.704214,10.587876,3.2393212,7.9581084,6.4596453,0.16211358,2.4050488
air_conditioner,-238.88039,128.43901,7.642295,52.09066,-5.59219,27.929834,17.259247,10.120678,15.839294,8.872628,0.95196694,20.880198,-0.31561157,5.3227243,10.822211,3.399893,7.9441752,6.5551276,0.37175798,2.7143948
air_conditioner,-239.37389,129.2646,8.946449,51.393723,-7.2012596,28.749428,17.724068,9.196601,16.831524,8.48444,0.8881129,21.79336,-1.2633579,5.5510426,10.016007,4.652016,9.905806,4.620472,-1.9253408,3.1246321
air_conditioner,-234.20233,121.68422,10.791119,56.471672,-8.807616,34.03384,14.80469,5.059608,18.05614,9.483402,3.4610653,19.454954,-2.0854087,10.049831,8.03705,1.9723636,8.311372,6.1652336,6.3135614,3.577699
air_conditioner,-234.13745,121.51936,10.691363,56.03312,-8.630882,34.028492,15.738688,4.7067814,17.880318,8.883371,3.9417439,19.902508,-1.9858215,9.87298,8.634243,1.5232095,7.911209,5.6259274,6.782336,3.414907
air_conditioner,-233.5545,120.55881,9.940388,58.054047,-9.011102,31.645046,14.391178,5.8804927,16.9572,9.120626,1.888506,20.539751,-2.4972255,8.249111,8.50794,2.5340495,6.154246,6.5026083,4.325206,3.2391067
air_conditioner,-231.4317,119.715195,11.292516,58.17232,-8.95739,32.601498,14.9018545,5.6944456,18.59091,10.38418,2.6502888,21.044653,-1.8846761,8.069936,10.29229,4.0168505,6.544548,4.267082,5.714131,4.8882785
air_conditioner,-231.18698,120.79178,10.759555,57.38468,-8.921876,33.158558,15.213066,5.216124,17.459673,9.873175,2.5163214,21.417221,-1.0858232,8.11804,10.012548,3.8423164,6.6772885,4.925154,6.2934465,4.8039985
air_conditioner,-231.86874,126.23641,5.20646,52.98635,-3.526767,32.278584,14.809205,2.7892458,17.068264,11.53168,0.18991642,20.88163,-0.2763918,6.490063,10.806353,3.434835,7.7207766,3.0681465,0.61123204,6.359426
air_conditioner,-232.9667,114.37594,8.240822,59.048374,-3.6397703,32.543106,8.759706,10.232233,18.666925,17.472599,-1.3485185,16.042969,3.3772418,6.1082044,9.499343,3.645297,3.1770985,6.332786,2.9968657,2.4500585
air_conditioner,-231.64966,114.583084,6.5338583,60.02464,-2.2551475,32.312958,7.8151736,10.286993,17.689346,16.878033,-0.528408,15.528572,3.78162,7.370817,7.956545,2.7186995,5.3957067,7.092544,2.2626493,1.7650417
air_conditioner,-237.50572,121.424934,5.756159,57.326416,-4.6749616,31.823675,15.975343,8.13412,17.42407,13.661484,2.2380943,16.373528,-0.83914,7.919153,9.869935,2.1323073,4.2821317,6.4823565,3.3850765,5.4078784
air_conditioner,-244.56012,123.728035,4.217963,58.339596,-2.0090225,27.678713,14.284949,6.148853,19.1929,13.41342,3.705576,17.849346,-5.700516,7.374519,12.4452505,4.8400187,3.1319973,1.0645502,4.6123395,6.711562
air_conditioner,-245.29388,123.41888,5.021813,57.793262,-1.0452106,28.210598,15.177641,5.7077117,20.32157,12.834297,4.3090315,17.235975,-5.396857,7.3156185,13.675149,4.566285,3.6110096,1.0235106,5.948374,6.0265145
air_conditioner,-243.97736,124.47224,3.3541915,56.92715,-1.9505658,29.067974,14.127004,6.994295,19.888653,13.486495,3.779819,17.99352,-6.1805663,7.4346275,12.465279,4.63747,2.3812323,1.5999438,5.2546735,6.4562116
air_conditioner,-232.79628,120.61012,6.706284,49.657314,-1.3198898,26.750437,16.06367,7.655339,20.062002,13.245226,4.0688653,18.422108,-6.1969514,7.1817513,9.789595,5.656202,3.225124,2.3556051,4.5942855,6.0129614
air_conditioner,-228.69621,117.93741,5.7584987,59.83781,-8.097586,30.518414,12.908155,5.808304,16.91993,12.605413,2.8970823,19.325851,-1.9332099,8.213482,12.1417265,4.176428,5.4721727,5.0070634,5.4239097,4.429016
air_conditioner,-227.0689,109.022194,12.631853,63.1964,-7.8016877,29.200378,7.4942327,10.449397,22.230938,14.687118,-5.932449,22.302216,1.4445239,5.250371,9.456774,3.8922858,7.0524144,2.2748666,0.98404455,6.0058794
air_conditioner,-229.94427,119.378876,6.2699656,60.474995,-6.2710614,30.063066,13.990625,6.425436,16.175205,11.008287,3.4033651,18.34102,-1.803424,8.1890955,11.64644,4.6414323,4.56224,4.2041116,5.4154677,4.6349516
air_conditioner,-230.05537,120.83259,7.642646,59.28196,-7.1618505,29.079445,14.240462,5.27973,18.120077,12.991234,3.7664785,18.270136,-2.7551107,7.811496,11.857912,4.6798186,5.4052825,5.5491633,5.564791,4.499516
