class,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
engine_idling,-346.6674,151.81679,-73.11714,34.187244,-28.410442,14.35623,9.214206,9.6214695,6.014683,12.310495,-5.399559,-3.3978171,-3.257912,8.499307,1.6743029,-1.9363647,6.439579,1.8010659,-8.649548,4.122113
engine_idling,-347.33914,151.53429,-73.23408,34.51204,-28.01233,13.884784,9.48874,9.49394,6.2885485,12.4720125,-5.5595546,-3.7154336,-3.243945,8.857396,1.9762458,-1.5972021,6.7639575,2.249093,-8.726658,4.3047767
engine_idling,-345.98376,149.76701,-70.93434,34.14848,-28.509724,12.835011,9.778704,9.674339,6.3198867,12.198476,-5.6436105,-4.0186996,-2.9632075,7.8476915,1.7855624,-2.0286746,6.835993,1.6073134,-9.168151,4.8362966
engine_idling,-345.73532,150.08702,-71.69009,33.37899,-28.89199,12.534701,9.777781,9.313511,5.951465,12.024388,-5.170344,-3.9276032,-2.805289,8.028858,1.6955289,-1.5158439,6.9968143,1.6638354,-8.756835,4.1394343
engine_idling,-344.36304,149.97548,-72.09083,32.0518,-28.212896,12.511571,9.722756,9.201531,5.9110265,11.782887,-5.27016,-4.3407335,-2.2335455,8.773538,1.1740791,-1.4033872,7.2317123,1.4608073,-9.343934,3.8399189
engine_idling,-340.9469,150.1031,-70.45164,30.695541,-28.3739,12.612666,8.67567,11.2852125,7.3014927,11.040744,-7.0374193,-4.4495945,-0.5383375,10.300745,0.84140044,-2.5582762,6.127513,2.5448341,-9.467295,3.306447
engine_idling,-338.84802,150.49959,-69.20828,29.649572,-28.395689,12.344133,8.339916,12.56451,7.776705,10.6460705,-8.408563,-5.414815,0.9598564,11.339401,0.5633919,-2.5658631,5.773622,3.4502206,-9.339821,3.1457276
engine_idling,-337.84235,151.3434,-70.17885,30.03874,-28.282175,12.142669,9.370637,11.828157,5.5144043,10.721249,-6.896783,-6.056172,0.36180183,11.128963,0.41431865,-1.9154776,6.1867275,3.590543,-9.957068,3.12693
engine_idling,-348.4523,151.16727,-72.28192,35.501194,-28.114574,13.787925,9.955915,9.820031,6.006209,11.896198,-5.427104,-3.4989078,-3.3978531,8.921623,2.1009872,-1.2049224,6.809358,2.3301842,-8.393125,4.3187385
engine_idling,-349.2003,150.19914,-71.99353,35.450825,-28.24361,14.1041,9.58128,9.90832,5.7255735,12.38888,-5.4565344,-3.2315497,-3.3874602,8.223119,1.5939243,-1.3572303,6.4907136,1.741925,-8.610549,4.0635786
engine_idling,-348.6993,150.07274,-71.89951,35.03791,-28.290377,13.778658,9.282794,9.533994,5.9442754,12.393952,-5.4012685,-2.9556463,-3.1646028,7.989184,1.4156498,-1.6672924,6.794365,1.6146698,-8.579459,4.5121565
engine_idling,-347.45438,151.40561,-71.98271,34.82249,-27.776585,13.541041,8.969059,9.423224,5.693418,12.164717,-5.611344,-3.3734941,-2.9344206,8.1443405,1.3163736,-2.2157648,6.786653,1.3820518,-8.818445,4.6327276
engine_idling,-346.56058,151.25699,-71.77107,34.309574,-28.201653,13.340015,9.147578,9.39293,5.7790475,12.294304,-6.0510025,-3.8100014,-2.78581,8.746651,1.8538055,-2.132545,6.803842,1.1950648,-8.982193,4.5944076
engine_idling,-345.49112,150.6134,-71.56494,34.12312,-29.105785,13.195881,9.431796,9.193134,6.0781083,12.092415,-5.980747,-3.4246197,-2.626626,8.878896,2.2566903,-1.9525896,6.898218,1.39307,-9.016696,4.4213767
engine_idling,-345.40082,150.38548,-71.611565,34.115963,-29.181377,13.276576,9.274201,9.25139,5.678305,12.043677,-5.5567183,-3.3618917,-2.4058716,8.410781,2.3061266,-2.0996094,6.623013,1.3673359,-9.244648,4.16293
engine_idling,-346.1344,149.70271,-70.86791,34.221355,-28.859438,13.016386,9.381332,9.45626,6.1175447,12.062087,-5.8562875,-4.071892,-2.5270712,8.260815,2.1645148,-2.0120287,6.652092,1.26546,-9.446459,4.5569367
drilling,-169.48993,188.37643,-104.00942,53.634933,-47.01571,15.714121,-6.50428,-12.277492,2.9838715,1.8995714,1.3166316,-10.385145,1.5126077,-10.586281,-3.1397808,-4.009535,-6.6375666,-3.9951868,-5.1065254,-3.566195
drilling,-166.5793,188.82623,-106.11593,55.05827,-47.139595,15.488189,-7.1876445,-12.365829,1.9788738,2.0191414,0.06599705,-10.709749,1.9237409,-9.816316,-3.0051293,-4.0759907,-7.544269,-5.240479,-6.2646914,-3.8377495
drilling,-160.6714,187.07365,-108.139175,55.51949,-49.467304,13.621942,-8.664113,-12.25299,2.0848243,2.16761,0.10197655,-11.826978,0.88503414,-11.01128,-3.956459,-4.973672,-6.794486,-4.908461,-6.0693774,-4.7247725
drilling,-155.21631,186.47499,-108.85886,56.198174,-51.90372,12.388428,-10.390242,-12.641476,2.4637597,2.6817894,0.11333599,-11.340192,-0.13209893,-12.362877,-4.842531,-5.406796,-5.3130693,-3.4675615,-5.433417,-5.2782583
drilling,-157.83983,185.6183,-108.528755,55.897003,-51.450592,12.677337,-9.889716,-12.33478,3.353095,3.0267184,0.21654375,-10.820351,-0.7438849,-13.616401,-5.892595,-6.0010414,-5.280849,-3.0962932,-5.075429,-4.8236165
drilling,-156.12213,185.44992,-113.70246,52.399292,-52.706387,16.331686,-3.9840434,-9.811038,-0.76567394,-0.32046953,0.5232009,-8.461727,5.091077,-6.676953,-3.0238848,-4.092264,-5.235169,-3.5480034,-3.1149294,-1.8328698
drilling,-149.27954,188.2381,-112.02435,54.259377,-54.480507,16.476442,-3.0485392,-7.78655,0.8835235,-0.092858486,-0.1218382,-8.775345,6.99415,-4.3712034,-1.5876936,-3.1029377,-4.8338423,-3.4935243,-2.9283712,-1.4744234
drilling,-157.53423,189.57503,-107.60359,56.459877,-49.997696,17.462067,-2.4762146,-9.388744,0.74534327,-0.8988176,0.49239597,-7.0696864,8.924032,-1.9663157,0.061083045,-1.2572038,-3.5748591,-1.9665004,-2.4966676,-0.89558566
drilling,-164.80353,191.65724,-105.11018,57.420326,-46.08236,18.35343,-2.0662274,-11.054225,0.8537549,-0.9922912,1.1146079,-5.239526,9.957984,-0.67192435,0.41359818,-0.57272166,-3.4680004,-0.8949779,-1.5714307,0.47941867
street_music,-337.3631,136.46019,37.072403,26.623203,-7.0155897,38.115944,-0.27298677,9.939923,-5.2870727,15.358639,0.9933792,4.8452635,-1.6911197,-3.3289793,5.3989897,-5.670761,2.8435137,-4.316477,-2.0837173,-9.153916
street_music,-318.14825,145.3256,31.695454,14.706578,-11.72417,34.251404,-2.9081876,8.837262,-6.7352962,11.642788,-1.2172852,1.8632041,-0.3674016,-1.6019707,6.277987,-6.228973,2.763171,-0.8724146,0.5371267,-5.697007
street_music,-407.5608,172.17097,7.0705185,39.427692,-21.953657,34.409897,-16.337503,18.716673,-22.941652,13.442827,5.588283,7.0815654,-1.8540548,-1.6624075,11.697703,-3.736318,5.7744884,-3.0612016,4.362682,-9.610315
street_music,-339.16034,171.80151,17.0675,28.447107,-13.870093,13.855685,-12.703558,-3.4011953,-14.344565,6.2619014,2.2984943,-0.40450156,4.031981,2.167484,8.399093,0.63888943,6.6320467,4.516586,3.3755474,-4.3300076
street_music,-367.24637,164.0577,16.090237,29.219812,-16.961483,32.93294,-5.3396387,6.5528746,-17.37011,9.906638,3.5881853,6.0523744,4.339891,-3.5406954,4.7953806,-6.80913,1.2862968,-2.7750008,2.3821201,-4.4112105
street_music,-376.98633,171.30455,24.761261,30.473059,-13.972718,29.5948,-7.460326,4.767552,-16.424067,8.782261,2.5738769,3.2924426,1.9369693,-3.6476357,4.266152,-7.379874,0.7077003,-2.9328043,3.1705585,-2.489242
drilling,-268.51086,183.03816,-135.35559,-31.244558,-25.650902,-24.991428,-24.932314,-13.632448,-10.118078,-13.831509,0.73516643,-8.495322,-2.063981,-1.8121696,-4.251043,-5.2083154,-3.2784894,1.5422777,0.72867554,0.4322214
drilling,-318.2234,57.146675,-103.90115,33.09866,-23.901688,24.624046,-23.703804,19.881477,5.270266,6.531455,-10.264794,16.264719,-7.3799367,12.91811,-0.13433962,19.60337,-10.012585,16.68202,-6.009934,7.319111
drilling,-261.09308,79.03373,-102.30426,38.841267,-24.399757,24.984812,-30.490393,21.173828,2.7228122,3.2786727,-15.119638,13.18422,-12.667605,12.052097,-3.0272214,17.870066,-11.705825,15.58213,-8.545593,7.820965
drilling,-206.75131,96.50858,-95.27547,43.259342,-18.072449,16.52853,-24.38687,14.38091,5.793689,-2.4641323,-12.630337,2.7678022,-7.563876,1.4461417,2.266575,8.742351,-5.239483,8.915197,-5.0360847,2.9545813
engine_idling,-168.84344,185.13625,-51.930603,46.458183,1.988191,10.37976,-18.04719,18.195896,5.691313,5.394787,4.008823,4.885974,-5.3719053,2.4570742,3.8732288,2.5046484,-1.2787457,1.6885619,2.860819,3.2026432
engine_idling,-174.45702,187.59799,-51.163673,45.717857,3.4415686,10.569337,-18.427061,19.472641,4.7104583,5.9284043,4.707536,3.8744192,-7.0550227,2.7029824,3.7158592,1.4073428,-1.2003411,1.8400503,2.5884635,2.7520258
engine_idling,-174.71196,189.13837,-48.24671,43.000183,4.3580575,11.382533,-18.99067,21.009228,4.3431754,4.0230603,5.860297,4.4162636,-7.4701486,5.922009,4.662411,0.6249925,-0.018016906,2.9207587,2.7794845,1.1703309
engine_idling,-175.53761,189.87798,-46.41607,42.61777,2.5906732,10.238482,-16.79546,22.011871,3.3200777,3.2098472,6.0609884,4.535822,-7.633694,4.551509,4.9536166,1.7576232,0.20510475,2.6834853,2.8196943,1.2350104
engine_idling,-174.4286,188.35931,-47.175068,44.857567,2.249309,8.951869,-16.413597,23.623497,3.147943,2.0824416,6.4343886,4.635992,-8.412091,4.9079804,5.3681817,2.1964529,0.3111422,2.4328876,2.932717,0.64036214
engine_idling,-174.02843,186.98402,-47.503212,46.01925,3.3398159,8.456495,-16.356285,24.486105,3.3570154,1.501603,5.954683,4.178867,-8.401875,5.495921,5.4318833,2.3299794,0.1992836,2.3555284,2.4536426,0.5401023
engine_idling,-174.1353,187.77951,-46.090378,44.300823,3.1314852,8.59654,-15.995759,23.967905,2.6545532,2.03126,5.8370275,4.684568,-7.905424,5.460078,5.4456086,2.9712782,0.20479697,2.6017394,1.483406,0.8393517
engine_idling,-174.06154,187.5224,-45.74365,43.68354,2.6941228,9.526016,-15.847699,23.094109,2.4611976,2.4232502,5.745676,4.8166437,-7.84624,5.316678,5.467572,3.0362353,-0.19385658,2.581226,0.80867213,0.5156236
engine_idling,-174.08192,186.91997,-45.92281,44.677433,2.3792489,9.356391,-16.279478,22.875893,2.8023622,2.723888,6.3328013,4.19816,-8.091277,5.205025,5.7996974,2.411183,-0.3350547,1.963609,0.9014787,-0.3524695
engine_idling,-173.61903,186.74783,-46.618763,45.746998,2.0777326,8.25377,-16.632835,23.098778,2.8433883,3.4134457,5.8421125,3.7558043,-8.31721,5.36765,6.274653,2.1504512,-1.0294108,1.8752042,1.3062373,-1.0498669
engine_idling,-172.87506,186.66887,-47.447624,46.192818,2.0439804,7.9003506,-16.265295,22.713991,2.4242516,3.3938463,5.13087,3.9263155,-8.169701,5.587582,5.3111897,1.0490135,-1.7907456,1.9711999,2.049311,-0.3177278
engine_idling,-175.01675,187.1506,-46.43952,45.390938,1.3532093,8.836217,-16.61516,23.196848,1.844588,2.8232744,4.9225125,4.208694,-7.9268475,5.268695,4.3853583,0.9447228,-1.7727362,1.8254917,2.2043524,0.33854514
engine_idling,-174.03229,187.91464,-51.682167,45.32851,3.440559,10.329634,-18.174364,20.060827,4.610168,5.612653,4.9440875,2.9684124,-7.735175,3.9124029,3.839796,0.21824151,-0.9990526,2.8543468,2.4356012,1.5459751
engine_idling,-175.73317,186.98631,-45.831028,45.46095,1.2728463,9.507431,-17.070637,23.652723,1.8195622,2.3598592,5.06618,3.948748,-7.898322,5.173475,4.6370087,1.5931728,-1.3547187,1.750249,1.4994521,0.27008158
engine_idling,-174.18163,186.16951,-45.64034,46.000748,1.9427438,8.372861,-16.499432,22.760809,2.6330419,1.5875355,5.8478875,3.4585574,-7.682164,5.3587875,5.6222415,1.598912,-0.120443,1.492942,1.8074261,-0.10926067
engine_idling,-172.72633,187.57634,-51.32982,45.57133,2.6317577,9.916035,-17.444193,20.13611,3.7326348,4.7034397,5.4771,3.1527278,-8.061773,4.678364,4.309805,-0.14927451,-1.1265281,3.5682542,2.0372636,0.5925499
engine_idling,-171.44902,188.06694,-51.303627,45.016922,2.3313231,9.52178,-17.21927,20.517859,3.0031557,4.508857,6.065784,3.5970685,-8.500459,5.161739,4.2711883,-0.4091064,-1.1885669,4.133128,2.054813,-0.02037995
engine_idling,-171.67111,188.59175,-51.09395,44.938625,2.0689812,9.125755,-17.330353,21.282026,3.1428196,4.7014585,6.7874794,3.8827589,-9.277677,5.757583,4.2069874,-0.81716186,-1.5757763,4.261824,2.3946571,0.112306006
engine_idling,-172.80629,188.66539,-50.294117,44.395,2.4083314,9.73483,-18.17001,21.326666,3.308174,5.4691796,7.257392,3.417835,-9.136601,5.854631,4.26552,-0.99125427,-1.6011639,3.7672799,2.4021893,0.2124885
engine_idling,-174.09483,188.11133,-50.297855,44.208183,3.3579237,10.687605,-18.509287,20.62351,3.032154,5.6592264,6.6028256,3.3402061,-8.913804,5.353485,4.108563,-0.53791934,-1.0780697,4.1688375,2.3528323,0.3895922
engine_idling,-175.14832,188.62573,-49.938217,43.810566,3.1003928,10.574067,-17.281845,20.583258,2.6792092,4.564343,6.6763473,3.7659361,-9.138382,4.6148996,4.3179464,-0.431416,-0.6783753,4.179645,2.4630084,0.5954768
engine_idling,-174.29791,189.17148,-49.86242,43.32389,3.6620786,10.777471,-18.386333,20.71741,3.599947,4.2506495,6.9711733,4.399417,-8.606792,5.5074425,4.382939,-0.60868883,-0.23819807,3.2528195,2.770004,0.9894465
engine_idling,-157.08205,181.80067,-49.85631,46.875134,0.2648273,9.073566,-17.413382,19.782372,2.8193254,7.4157457,4.684306,2.486357,-4.8778687,5.445552,3.3279788,3.1704369,1.138779,2.1169264,1.3211404,0.6332279
engine_idling,-161.90587,186.53407,-51.433666,46.12043,2.2710197,8.606969,-17.896,19.117523,2.5286078,7.1769056,5.3812413,2.1840463,-5.7379613,5.203473,3.9649925,3.8957253,0.112375885,1.8995734,2.1909091,1.0558562
engine_idling,-152.03792,176.01253,-45.49335,45.886543,1.7207135,8.89016,-18.500677,20.350872,3.5687983,4.685034,5.4714537,2.9620068,-7.168144,4.082264,3.5743954,5.739392,-2.1210306,3.764151,-0.1595511,1.1338038
engine_idling,-145.37683,168.56813,-41.86871,45.733982,-0.08769198,11.083888,-18.11829,20.360207,2.8698938,4.9341984,4.7298136,3.2437286,-6.3013306,3.2751315,3.8353934,6.0506697,-2.451816,5.1043515,-2.0863447,2.282997
engine_idling,-165.69086,187.84467,-52.078487,46.190533,3.837665,8.027289,-18.52158,19.434187,3.0153484,7.153785,5.859707,2.4582145,-6.212855,4.8583164,4.347254,4.767916,-0.2812961,1.6126149,2.53329,-0.28372055
engine_idling,-164.26648,187.64233,-52.164276,47.123173,3.0672193,6.8983383,-17.975233,20.419205,3.005975,6.5782275,5.2857466,1.7656887,-5.675429,5.7229733,4.540651,5.0219965,0.60645205,1.4550095,2.5905652,-1.2520852
engine_idling,-163.47488,187.52296,-52.016315,47.489716,2.1802764,5.6214037,-17.130823,21.02091,2.5936878,5.9374466,4.9311233,1.7595228,-4.993997,5.8521733,4.5165124,4.759308,1.0985906,1.4462303,2.77542,-1.6287026
engine_idling,-165.21793,187.82567,-50.87629,46.86663,2.2484744,5.765632,-17.035936,21.512514,2.901542,5.6526523,5.4127774,2.343906,-5.109587,5.30538,4.48239,4.654905,0.68065137,1.3367339,2.465943,-1.6339575
engine_idling,-165.6166,187.02664,-50.882084,47.7342,3.150569,6.289248,-17.026045,21.248077,3.062332,5.9583673,6.1910543,2.3568153,-5.7498674,5.528762,4.916615,4.525878,0.5115994,1.2034239,2.222185,-1.5252577
engine_idling,-164.58954,186.74356,-51.35972,48.15071,3.5192747,6.891162,-17.379461,20.305206,3.0383525,6.381633,6.8522315,2.0135424,-5.979813,5.6434293,5.0256405,4.3563094,0.14207485,1.3535393,2.3916597,-1.3517048
engine_idling,-162.84212,185.27051,-49.831066,46.57824,3.1381624,8.115547,-17.857916,19.764439,3.2048948,6.3163323,6.4877214,2.6302168,-5.9682045,5.511359,4.337111,4.400118,-0.07873428,1.3154588,2.113533,-1.4240574
engine_idling,-161.21321,184.93758,-49.890785,46.315346,3.0283482,8.02209,-18.514381,19.909853,3.3380253,5.941383,6.198689,2.8601646,-6.495954,4.7258124,4.2644587,4.6650405,-0.4858658,1.4975891,1.8381639,-0.7590327
drilling,-163.76996,166.78564,-127.14263,36.362118,-47.600292,-2.0878217,-16.44093,2.6163733,2.2657433,2.1591423,1.3394935,-4.8424506,-4.160233,-5.8314624,2.50422,-9.454659,-6.7690125,-8.288506,-2.162288,-2.8055878
drilling,-179.78645,161.80751,-125.912056,36.2294,-46.110302,0.8986818,-8.469264,6.6611705,6.0298653,1.9305295,3.1300628,-1.9840243,0.107366934,-1.7363912,5.6452737,-5.324831,-2.8954232,-4.4744554,-0.71493906,-0.8961015
drilling,-256.8552,147.45575,-130.45323,28.636932,-41.38559,1.7808976,6.470063,4.6333785,10.2719345,1.0750365,2.540378,-1.3930918,0.08622049,1.3926278,9.489704,2.475431,-0.14447083,-0.54760355,0.6177779,3.7689419
drilling,-286.10403,149.1038,-135.1148,25.833757,-41.969254,-2.6053348,10.831927,1.9870332,9.377011,-1.0602381,2.4213815,-1.8693389,0.6508174,4.2899723,9.482964,2.1946232,-0.78985703,-0.8638443,0.6841339,3.6895356
drilling,-164.73276,174.37999,-128.66158,38.111454,-42.9998,-1.7560169,-10.957629,1.8217983,4.9658833,4.3101926,2.760554,-3.687556,-2.8938518,-2.86134,5.0919266,-7.3648,-4.111,-6.4869404,-1.8726157,-2.8161988
drilling,-138.76341,177.15042,-131.18317,40.159542,-41.737732,-1.3000842,-11.3811035,2.4977627,3.517504,2.5506043,-0.8197205,-6.815625,-4.391858,-3.5357735,5.4852157,-7.849348,-4.2134247,-6.236901,0.560447,-2.981483
drilling,-140.43939,181.25583,-132.73753,41.721333,-42.428715,-0.08590713,-12.529601,2.6715345,2.5943096,2.8590841,-1.0021043,-6.453847,-5.2410045,-4.1726065,4.0652666,-8.133405,-3.7163656,-6.263884,-0.24305591,-5.181675
drilling,-148.0296,180.38197,-132.32703,39.41489,-42.50411,-0.35527182,-12.418755,2.8780942,3.7221198,2.0199773,-0.617106,-6.7245736,-4.7873664,-3.3793228,4.800166,-7.558316,-3.6155024,-5.6276164,-1.1388794,-3.9425955
drilling,-183.57262,175.31271,-128.49463,36.531277,-41.07459,1.2941989,-4.239023,5.3050213,6.3231015,0.7308059,0.76872593,-6.543441,-1.9583359,-0.99326205,6.8280816,-3.9248219,-2.709368,-3.4947414,-1.0550232,-0.55480987
drilling,-134.44957,175.60616,-125.97056,37.135353,-35.01523,-0.6356423,-6.3886237,-0.41011798,4.893852,-0.30401602,1.0824724,-7.1155424,-4.8564234,-5.0860267,2.4629343,-8.851903,-6.1035547,-9.164888,-4.0604906,-3.7700417
drilling,-143.95488,162.43385,-125.83316,45.732704,-49.4226,14.352707,-14.032066,3.0228224,8.236113,-1.4897466,0.48219737,5.474245,-18.797066,9.715374,-9.810021,-5.9460354,2.2591712,-19.253021,4.8166027,-14.904142
drilling,-145.94218,165.69698,-126.824554,45.19495,-47.687458,13.248641,-12.505202,3.5693495,7.333653,-0.60005105,-0.040018704,3.1986382,-15.727851,7.214727,-8.182838,-6.323647,0.9754572,-16.843826,2.0443103,-14.86585
drilling,-146.7751,166.18102,-127.133194,44.941254,-47.322872,13.232734,-12.201902,3.415004,6.391333,-0.62360376,-0.54806083,2.8315983,-14.388643,6.7017794,-7.4991293,-7.7146597,1.5416415,-16.100647,0.7731024,-14.512308
drilling,-197.5804,160.84227,-129.59175,37.99484,-46.214287,6.0922837,-6.724633,1.614405,5.715693,-0.83897793,1.9213666,-0.53245217,-6.371842,4.1563764,1.262602,-2.2624648,1.6975249,-8.461957,0.093865976,-6.065439
drilling,-286.7014,151.82756,-130.58527,25.45391,-38.27045,-5.802817,7.3325005,-1.4792254,7.514241,-0.92616487,0.98229665,-4.6965322,-1.640774,2.546407,8.655189,3.3742218,0.2071128,-0.45788294,0.016415125,3.560464
drilling,-141.59436,172.33142,-127.4715,35.10231,-35.96542,-1.782481,-6.2670474,-0.84360135,6.154689,0.6558901,3.0233052,-6.348971,-3.7365413,-3.9137745,3.7848525,-5.7187424,-3.5691721,-6.2243404,-3.1622963,-2.5392456
drilling,-150.08412,175.15034,-132.75253,38.822273,-40.905716,1.4046532,-9.441703,1.786434,4.195514,3.2614896,2.7119052,-4.9250646,-3.911426,-3.1528702,4.0470104,-4.852691,-1.9606191,-6.5731583,-2.3666856,-3.8426213
drilling,-153.55971,174.98161,-134.29573,39.830364,-42.65884,2.8118486,-10.553213,2.4396996,3.1754014,4.391214,2.726514,-3.4815652,-3.9505825,-3.042935,3.8827617,-4.7693706,-1.698433,-6.9781027,-2.068576,-4.22277
drilling,-155.81879,175.7562,-134.12335,40.10663,-42.409756,3.0709589,-9.34811,1.9329202,2.8802466,3.876082,1.886417,-3.8446374,-3.5842237,-4.5437074,2.7563555,-5.809136,-2.0193574,-6.482543,-2.6716504,-5.2457023
drilling,-148.56566,173.74806,-131.23251,42.768375,-44.482056,7.263019,-9.7743225,2.6611657,4.8753405,1.8787771,0.68826044,-0.7361189,-8.364253,-0.09985173,-0.83060414,-6.801593,-1.9219143,-11.666143,-0.7182351,-8.187181
air_conditioner,-258.95554,132.06494,33.465816,9.93641,1.8089494,13.494016,-6.334446,13.569381,0.056672733,10.497319,2.2361763,9.315628,-3.8181787,3.8859525,-6.776918,3.564613,-0.25282875,4.4073873,-1.1110176,3.5843256
air_conditioner,-232.12305,136.00972,30.470324,10.56793,1.7779152,11.986574,-5.861638,13.4761715,-1.5144471,8.721516,0.28994182,9.612665,-2.3186493,6.918856,-5.8896794,4.152594,-1.5407835,2.2395525,-0.35013878,3.3951964
air_conditioner,-241.49506,148.28667,24.97886,10.580527,5.839997,9.900836,-4.0569654,14.686857,-1.5517044,9.486658,0.841514,8.881571,-1.2988964,7.158209,-6.2792006,5.337562,-2.438074,4.7789288,0.20474747,4.16072
air_conditioner,-209.5881,109.464424,38.6177,19.86114,-14.958203,25.538689,-11.085527,9.699086,1.500898,8.848033,-2.0210533,13.10106,-7.39422,7.80405,-4.284284,1.6780224,1.3408095,2.0108426,-1.9029622,4.3134217
air_conditioner,-210.01689,109.3306,38.384212,19.55523,-15.182586,24.610363,-10.831174,9.369496,0.795153,8.830157,-2.1103723,12.596374,-8.047453,7.404195,-4.7654595,2.1294332,2.1527188,2.3444128,-1.7014687,4.3489013
air_conditioner,-210.4069,110.08528,38.36277,19.803463,-14.420199,25.03049,-9.235952,10.265673,0.8567096,9.701113,-1.5139563,13.128751,-6.8588724,9.079546,-3.7890766,2.4900188,2.8360605,2.6895015,-1.0033275,4.975902
air_conditioner,-218.66646,119.95249,37.30755,16.25572,-6.238693,20.830791,-6.8925595,11.968817,-0.40377384,9.727941,-0.24310786,12.407952,-3.8816612,9.232388,-3.2536733,3.7336228,2.4011626,2.7656965,0.5018888,4.7262406
